4100393247026131|12|2027|694
4100392475153708|04|2031|390
4100392820577288|04|2026|380
4100390673403446|05|2031|820
4100393645327867|05|2029|882
4100393370522377|06|2031|559
4100391444134211|11|2032|958
4100391185527581|08|2031|312
4100391161723105|10|2025|598
4100392186760288|06|2031|323
4100397461485436|10|2026|186
4100396271817523|02|2029|090
4100396220263167|09|2027|937
4100394082838515|06|2026|670
4100397734337042|12|2028|342
4100393563483270|06|2030|317
4100398885852003|05|2026|031
4100396637087571|10|2024|231
4100396700314233|06|2029|444
4100393303407365|12|2029|108
4100397618487863|11|2028|934
4100391378112605|10|2026|786
4100395374355712|07|2024|082
4100395166734363|02|2032|925
4100392051617860|12|2028|884
4100394260555410|02|2027|844
4100392586252571|04|2032|785
4100397442312758|09|2029|183
4100397270307433|07|2029|050
4100398425753711|05|2027|106
4100395483370818|03|2026|219
4100390268676711|12|2032|502
4100390281628418|03|2032|565
4100390557647183|02|2027|991
4100397060020535|07|2027|269
4100395304472660|10|2026|211
4100396227144857|08|2031|401
4100396543607686|09|2024|538
4100396480188310|07|2024|373
4100395841650885|02|2031|707
4100394360251332|07|2026|378
4100393203258215|11|2032|701
4100390268073141|11|2028|031
4100394734815101|09|2025|757
4100397716416756|07|2030|084
4100392682873551|01|2029|902
4100392378050811|05|2026|552
4100392558408250|12|2027|211
4100390240122321|07|2028|848
4100397754634211|04|2027|005
4100396856781755|12|2028|774
4100390273170361|06|2027|623
4100390553306388|04|2027|721
4100391345266880|04|2031|909
4100396885360225|06|2030|775
4100390780276842|02|2031|430
4100398812624863|04|2029|363
4100398833064701|02|2025|867
4100396812500067|09|2025|036
4100394877010551|05|2028|927
4100391467164756|12|2031|316
4100391230248670|06|2032|588
4100397140313801|11|2030|511
4100394011884176|09|2024|469
4100393427830831|12|2031|763
4100390883776664|02|2031|663
4100398447364174|05|2025|370
4100390563553854|03|2029|636
4100392415874504|10|2032|531
4100398566202361|12|2024|147
4100394486776865|05|2030|475
4100393676185630|07|2026|618
4100392278288735|05|2028|871
4100392703068520|02|2026|283
4100397270460281|11|2031|570
4100395055616036|07|2028|789
4100397001052274|01|2029|267
4100391485578623|09|2029|024
4100391387031127|08|2026|679
4100397448055187|06|2031|515
4100390440022438|06|2030|938
4100396084851016|09|2028|153
4100395344367623|03|2029|541
4100398432486115|11|2024|767
4100390301418568|05|2032|715
4100391545161238|09|2025|653
4100398622026556|04|2028|930
4100394046074843|05|2029|757
4100398053370432|03|2031|850
4100392756843530|05|2025|621
4100398622172764|07|2031|329
4100393273078501|12|2028|411
4100397787386565|07|2025|092
4100395481778038|11|2028|428
4100391355288873|09|2028|245
4100394105847063|11|2029|334
4100391210618686|03|2025|474
4100393588150714|03|2026|380
4100393578865701|06|2030|089
4100398847284147|10|2030|503
4100398346618571|11|2030|086
4100390433048556|08|2029|984
4100398826100728|05|2028|577
4100393875823486|07|2032|333
4100390166802666|02|2029|654
4100396016050117|04|2026|751
4100390380241634|05|2026|567
4100392553507726|09|2026|795
4100391583655513|01|2031|063
4100395127402217|06|2024|517
4100396553332365|08|2031|939
4100396725833043|09|2029|484
4100393383708336|10|2030|570
4100398456037570|09|2032|629
4100394705458501|08|2032|919
4100398853257664|10|2024|559
4100394782070864|09|2029|290
4100398515528817|02|2024|446
4100394415722386|09|2028|147
4100395234402571|05|2026|179
4100391604162283|09|2026|443
4100395165277422|09|2032|393
4100391646730253|10|2025|510
4100397254132807|07|2024|441
4100393518347778|04|2032|606
4100395371072237|04|2024|605
4100395356371125|01|2024|276
4100396083858822|01|2028|710
4100397308531657|12|2029|972
4100395560037611|05|2028|561
4100397285666336|02|2024|423
4100391847528357|08|2024|004
4100397754018613|07|2032|244
4100390284378730|08|2032|919
4100397853803576|10|2028|121
4100392431845280|07|2024|571
4100394114182221|11|2028|356
4100398282448876|09|2030|343
4100390765478843|01|2026|568
4100397382766757|03|2031|945
4100394662351004|09|2024|054
4100391728123161|04|2028|992
4100398436017403|05|2029|893
4100393516033230|03|2026|089
4100394361417247|03|2027|782
4100397106143887|02|2028|176
4100398866806317|06|2024|210
4100390428524017|01|2024|084
4100394856745243|05|2032|057
4100392728652167|01|2027|938
4100396003803353|07|2025|222
4100397566414422|10|2025|043
4100396105270246|11|2027|763
4100392210360204|07|2031|273
4100392018527301|11|2028|231
4100391377270347|02|2025|019
4100395174406541|04|2030|176
4100396251753334|07|2027|000
4100397217864066|08|2032|227
4100397813864577|04|2028|609
4100391102583808|11|2025|694
4100393028602480|08|2030|080
4100391465030124|10|2031|362
4100392178616340|08|2030|518
4100397527242557|09|2028|502
4100395082837332|12|2032|194
4100398362443524|01|2024|111
4100396471063126|06|2027|098
4100390770618136|10|2030|494
4100391327680520|08|2032|448
4100398110424388|11|2029|555
4100396285840156|07|2028|750
4100396886103673|03|2029|019
4100392678314701|04|2025|648
4100396130038832|07|2026|525
4100391012506188|12|2031|829
4100396504456156|04|2025|078
4100397323156266|02|2028|815
4100398874866782|03|2031|093
4100390506248224|05|2029|620
4100390740331810|08|2025|045
4100391870710658|07|2028|875
4100391410875680|12|2029|614
4100398640584362|04|2028|798
4100393212032601|07|2026|516
4100396517221548|11|2025|069
4100396348756431|07|2026|516
4100394018677821|06|2025|181
4100391015386448|02|2029|574
4100397630840230|12|2028|211
4100397638865734|03|2026|825
4100393361713316|10|2024|973
4100391566171363|11|2030|307
4100398256816686|11|2025|992
4100397378204714|03|2024|623
4100394230263731|03|2025|612
4100390557866643|04|2031|858
4100395648715154|10|2025|960
4100392358404657|12|2031|128
4100394341284345|01|2029|440
4100398352686173|01|2029|188
4100391606174260|10|2025|100
4100392586855357|11|2031|205
4100393853227510|12|2028|798
4100390008538080|02|2027|386
4100390756531030|07|2029|853
4100398307116318|05|2025|924
4100395340325344|01|2028|904
